date,symbol,direction,shares,price,value,cost
2020-02-17,512800,sell,229868.23120896443,0.5352931907709623,123046.89894072386,159.960968622941
2020-02-17,513100,sell,172945.3002984339,0.7772804314329737,134426.9976302719,174.75509691935343
2020-02-17,512120,sell,142124.08972533402,0.5465845488924905,77682.83146927755,100.9876809100608
2020-02-17,511880,buy,1681.1953882891198,100.434,168849.17762742945,219.5039309156583
2020-02-17,511010,buy,1393.535955857497,121.166,168849.17762742945,219.5039309156583
2020-02-17,511260,buy,1521.2185810968817,110.996,168849.17762742948,219.50393091565832
2020-03-02,159915,sell,33498.1963949216,2.054,68805.29539516896,89.44688401371964
2020-03-02,512880,sell,55132.44823330838,1.036,57117.21636970749,74.25238128061973
2020-03-02,512800,sell,167284.03625494873,0.522212718064153,87357.8512614391,113.56520663987081
2020-03-02,513100,sell,125859.00945549167,0.6922409476117102,87124.75997094075,113.26218796222297
2020-03-02,512120,sell,103429.21791877071,0.5337914640734738,55209.63366083498,71.77252375908547
2020-03-02,511880,buy,1178.7227387198695,100.565,118538.25221936367,154.09972788517277
2020-03-02,511010,buy,973.628138377841,121.749,118538.25221936376,154.09972788517288
2020-03-02,511260,buy,1061.1248072631256,111.71,118538.25221936376,154.09972788517288
2020-03-16,159915,sell,15976.569493869447,1.832,29269.07531276883,38.04979790659948
2020-03-16,512800,sell,79784.14715030274,0.49403939223410237,39416.511568051756,51.24146503846728
2020-03-16,513100,sell,60026.96943110873,0.589411594761171,35380.59178106986,45.99476931539081
2020-03-16,511880,buy,344.67102749947946,100.643,34688.72622063011,45.09534408681914
2020-03-16,511010,buy,284.1777566470062,122.067,34688.72622063011,45.09534408681914
2020-03-16,511260,buy,308.6487665219031,112.389,34688.72622063017,45.09534408681922
2020-04-01,511880,sell,3506.4894435991546,100.718,353166.6037804197,459.11658491454557
2020-04-01,511010,sell,2901.955209886168,123.425,358173.8217802003,465.6259683142604
2020-04-01,511260,sell,3168.0924667265713,112.97,357899.40596610075,465.26922775593096
2020-04-01,159915,sell,21286.933169111046,1.792,38146.184239047,49.590039510761095
2020-04-01,512880,sell,61329.51479948867,0.922,56545.81264512856,73.50955643866712
2020-04-01,512800,sell,106303.15907271038,0.4854867754642656,51608.77791987505,67.09141129583756
2020-04-01,513100,sell,79979.002195346,0.5993817411402156,47937.95359050361,62.31933966765469
2020-04-01,512120,sell,115054.99854106767,0.5254759589411129,60458.63568933588,78.59622639613664
2020-04-01,518880,buy,374356.7312501551,3.528,1320730.5478505471,1716.9497122057112
2020-04-16,518880,sell,45040.23942262104,3.73,168000.09304637648,218.40012096028943
2020-04-16,511880,buy,555.6054708799281,100.791,56000.03101545883,72.80004032009647
2020-04-16,511010,buy,448.13289546072696,124.963,56000.03101545882,72.80004032009647
2020-04-16,511260,buy,491.75892423807113,113.877,56000.03101545882,72.80004032009647
2020-04-30,518880,sell,52668.84672065508,3.746,197297.49981557392,256.4867497602461
2020-04-30,511880,buy,652.1476847821702,100.845,65765.83327185796,85.49558325341535
2020-04-30,511010,buy,520.1552835200537,126.435,65765.83327185799,85.49558325341539
2020-04-30,511260,buy,574.3690733867649,114.501,65765.83327185796,85.49558325341535
2020-05-19,518880,sell,72047.57459131053,3.865,278463.87579541525,362.00303853403983
2020-05-19,511880,buy,919.7238680162608,100.923,92821.29193180508,120.6676795113466
2020-05-19,511010,buy,743.1053713217924,124.91,92821.29193180508,120.6676795113466
2020-05-19,511260,buy,823.0005313857026,112.784,92821.29193180508,120.6676795113466
2020-06-01,511880,sell,2105.450476883688,100.966,212578.91284903846,276.35258670375
2020-06-01,511010,sell,1693.4032477180324,123.721,209509.54321092268,272.36240617419946
