date,nav,cash,invested,drawdown,is_circuit
2018-05-31,1145203.6633017794,10044.801217318629,1135158.8620844607,-0.03624480347310095,0
2018-06-01,1145579.2184149702,11453.926980968838,1134125.2914340014,-0.035928752098556505,0
2018-06-04,1146386.8242546818,11453.926980968838,1134932.897273713,-0.035249105019430425,0
2018-06-05,1145185.7968519966,11453.926980968838,1133731.8698710278,-0.03625983912516312,0
2018-06-06,1145129.4591533563,11453.926980968838,1133675.5321723875,-0.03630725056084471,0
2018-06-07,1144806.3147871923,11453.926980968838,1133352.3878062235,-0.03657919525688335,0
2018-06-08,1144902.8083061164,11453.926980968838,1133448.8813251476,-0.036497990373180696,0
2018-06-11,1146069.5797052248,11453.926980968838,1134615.652724256,-0.035516084678076904,0
2018-06-12,1144465.4042860675,11453.926980968838,1133011.4773050987,-0.03686609118425259,0
2018-06-13,1144537.37034406,11453.926980968838,1133083.4433630912,-0.036805527579204474,0
2018-06-14,1144593.8040896694,11453.926980968838,1133139.8771087006,-0.03675803531443674,0
2018-06-15,1145195.3681311011,11453.926980968838,1133741.4411501323,-0.036251784339564684,0
2018-06-19,1147703.8749772855,11453.926980968838,1136249.9479963167,-0.03414073057157091,0
2018-06-20,1147609.8160773756,11453.926980968838,1136155.8890964068,-0.034219886582394755,0
2018-06-21,1147067.77852415,11453.926980968838,1135613.851543181,-0.03467604257051639,0
2018-06-22,1147848.378233959,11453.926980968838,1136394.4512529902,-0.03401912271351308,0
2018-06-25,1149316.1103028667,11453.926980968838,1137862.1833218979,-0.03278394118742481,0
2018-06-26,1149704.078888444,11453.926980968838,1138250.1519074752,-0.03245744315705585,0
2018-06-27,1149083.3354971844,11453.926980968838,1137629.4085162156,-0.032979834665402344,0
2018-06-28,1146163.6469073985,11453.926980968838,1134709.7199264297,-0.03543692168041742,0
2018-06-29,1152229.0476169176,11453.926980968838,1140775.1206359488,-0.030332535761878287,0
2018-07-02,1152148.9275187948,11453.926980968838,1140695.000537826,-0.030399961463861747,0
2018-07-03,1151580.9900604677,11453.926980968838,1140127.063079499,-0.030877913721879216,0
2018-07-04,1153739.9996454578,11453.926980968838,1142286.072664489,-0.029060982137075794,0
2018-07-05,1153717.4463075923,11453.926980968838,1142263.5193266235,-0.0290799620768572,0
2018-07-06,1153678.503840504,11453.926980968838,1142224.5768595352,-0.02911273441790417,0
2018-07-09,1153087.3164494971,11453.926980968838,1141633.3894685283,-0.029610252840576116,0
2018-07-10,1152192.6982773293,11453.926980968838,1140738.7712963605,-0.030363125835977035,0
2018-07-11,1151795.9422801354,11453.926980968838,1140342.0152991666,-0.030697018982062917,0
2018-07-12,1151495.7916740805,11453.926980968838,1140041.8646931117,-0.030949613097499128,0
2018-07-13,1152718.682663887,11453.926980968838,1141264.7556829182,-0.029920479517176857,0
2018-07-16,1154728.4195932366,11453.926980968838,1143274.4926122678,-0.02822916951583757,0
2018-07-17,1156181.6535833064,11453.926980968838,1144727.7266023376,-0.027006188962613357,0
2018-07-18,1156516.977950603,11453.926980968838,1145063.0509696342,-0.026723994090329682,0
2018-07-19,1157716.6550719698,11453.926980968838,1146262.728091001,-0.025714396324515474,0
2018-07-20,1157276.0288731884,11453.926980968838,1145822.1018922196,-0.026085208785573404,0
2018-07-23,1158269.161602294,11453.926980968838,1146815.2346213253,-0.02524943008595158,0
2018-07-24,1155828.613454578,11453.926980968838,1144374.6864736092,-0.027303292673985992,0
2018-07-25,1155933.137545862,11453.926980968838,1144479.2105648932,-0.02721532959862628,0
2018-07-26,1157753.2576537088,11453.926980968838,1146299.33067274,-0.025683593132482786,0
